Frequency (GHz), S1:1 (dB), S1:1 (rad)
5.378808522976111561e+00,-6.156955214081247796e+00,-2.078009957238305283e+00
5.382019751945052555e+00,-6.180421828448436905e+00,-2.080497078679289569e+00
5.385230980913993548e+00,-6.203968098212567561e+00,-2.082986992448635277e+00
5.388442209882934542e+00,-6.227594806058137422e+00,-2.085479712057538570e+00
5.391653438851875535e+00,-6.251302635975362954e+00,-2.087975229222426954e+00
5.394864667820815640e+00,-6.275092115470535248e+00,-2.090473523139992018e+00
5.398075896789757522e+00,-6.298963605412350120e+00,-2.092974570711927829e+00
5.401287125758698515e+00,-6.322917331220992310e+00,-2.095478354966671120e+00
5.404498354727639509e+00,-6.346953438776949064e+00,-2.097984869847894451e+00
5.407709583696579614e+00,-6.371072054169703236e+00,-2.100494120875954884e+00
5.410920812665521495e+00,-6.395273328914550248e+00,-2.103006122502365738e+00
5.414132041634462489e+00,-6.419557460138197946e+00,-2.105520893869798016e+00
5.417343270603403482e+00,-6.443924685514350159e+00,-2.108038454919419991e+00
5.420554499572343587e+00,-6.468375261897091555e+00,-2.110558824335838857e+00
5.423765728541284581e+00,-6.492909441693045736e+00,-2.113082019888381957e+00
5.426976957510226462e+00,-6.517527460550508245e+00,-2.115608060663671353e+00
5.430188186479166568e+00,-6.542229544341805259e+00,-2.118136969865198616e+00
5.433399415448107561e+00,-6.567015934804007138e+00,-2.120668776565197255e+00
5.436610644417048555e+00,-6.591886924694897232e+00,-2.123203515132406238e+00
5.439821873385990436e+00,-6.616842887978941157e+00,-2.125741221911814804e+00
5.443033102354930541e+00,-6.641884290387201517e+00,-2.128281929808667705e+00
5.446244331323871535e+00,-6.667011670981157323e+00,-2.130825662356818917e+00
5.449455560292812528e+00,-6.692225594544836120e+00,-2.133372429299266848e+00
5.452666789261754410e+00,-6.717526584824956792e+00,-2.135922225493225746e+00
5.455878018230694515e+00,-6.742915056483148817e+00,-2.138475034102085726e+00
5.459089247199635508e+00,-6.768391266386025507e+00,-2.141030833788319931e+00
5.462300476168576502e+00,-6.793955301316056072e+00,-2.143589608349317555e+00
5.465511705137517495e+00,-6.819607110053954813e+00,-2.146151356340697536e+00
5.468722934106458489e+00,-6.845346575547106127e+00,-2.148716098007866115e+00
5.471934163075399482e+00,-6.871173611076589083e+00,-2.151283877400628430e+00
5.475145392044340475e+00,-6.897088256504594561e+00,-2.153854758750206155e+00
5.478356621013281469e+00,-6.923090749292213353e+00,-2.156428817716947499e+00
5.481567849982222462e+00,-6.949181550657384854e+00,-2.159006129539044583e+00
5.484779078951163456e+00,-6.975361318576018377e+00,-2.161586757017524008e+00
5.487990307920104449e+00,-7.001630833230786166e+00,-2.164170741392633879e+00
5.491201536889044554e+00,-7.027990893119268279e+00,-2.166758098455715764e+00
5.494412765857986436e+00,-7.054442207824406452e+00,-2.169348820889679619e+00
5.497623994826927429e+00,-7.080985314262038699e+00,-2.171942886212773871e+00
5.500835223795867535e+00,-7.107620536867010230e+00,-2.174540268261119458e+00
5.504046452764808528e+00,-7.134348000487252150e+00,-2.177140949277090343e+00
5.507257681733750410e+00,-7.161167691015899450e+00,-2.179744929598948389e+00
5.510468910702691403e+00,-7.188079546795417052e+00,-2.182352232670891290e+00
5.513680139671631508e+00,-7.215083556774931850e+00,-2.184962904388779936e+00
5.516891368640572502e+00,-7.242179841008221430e+00,-2.187577007290496756e+00
5.520102597609514383e+00,-7.269368695135894676e+00,-2.190194611375979594e+00
5.523313826578455377e+00,-7.296650591001256458e+00,-2.192815784065068385e+00
5.526525055547395482e+00,-7.324026137359238575e+00,-2.195440581808236757e+00
5.529736284516336475e+00,-7.351496014422119529e+00,-2.198069045203852490e+00
5.532947513485278357e+00,-7.379060901196837996e+00,-2.200701198380060397e+00
5.536158742454218462e+00,-7.406721414142875659e+00,-2.203337052211360891e+00
5.539369971423159456e+00,-7.434478070255332582e+00,-2.205976610002760907e+00
5.542581200392100449e+00,-7.462331279300508768e+00,-2.208619873830317104e+00
5.545792429361042331e+00,-7.490281361347616240e+00,-2.211266849852560945e+00
5.549003658329982436e+00,-7.518328579517142174e+00,-2.213917551500969694e+00
5.552214887298923429e+00,-7.546473175615372675e+00,-2.216572000283663968e+00
5.555426116267864423e+00,-7.574715398266333111e+00,-2.219230224707936294e+00
5.558637345236804528e+00,-7.603055518140892310e+00,-2.221892258300616430e+00
5.561848574205746409e+00,-7.631493830868977923e+00,-2.224558137756899256e+00
5.565059803174687403e+00,-7.660030652981841826e+00,-2.227227901907109509e+00
5.568271032143628396e+00,-7.688666318128466237e+00,-2.229901591621193280e+00
5.571482261112568501e+00,-7.717401179325005245e+00,-2.232579250209342447e+00
5.574693490081510383e+00,-7.746235618870132456e+00,-2.235260923548674228e+00
5.577904719050451376e+00,-7.775170062510162516e+00,-2.237946659203980282e+00
5.581115948019392370e+00,-7.804204990537763287e+00,-2.240636504210785862e+00
5.584327176988332475e+00,-7.833340937448936891e+00,-2.243330501809609245e+00
5.587538405957274357e+00,-7.862578474263352213e+00,-2.246028688030230924e+00
5.590749634926215350e+00,-7.891918173058389385e+00,-2.248731089382398185e+00
5.593960863895156344e+00,-7.921360559979492066e+00,-2.251437722847533074e+00
5.597172092864096449e+00,-7.950906068679868710e+00,-2.254148598853358720e+00
5.600383321833038330e+00,-7.980555008684255824e+00,-2.256863727072858428e+00
5.603594550801979324e+00,-8.010307561321086567e+00,-2.259583123965070328e+00
5.606805779770919429e+00,-8.040163809731451394e+00,-2.262306820260416185e+00
5.610017008739860422e+00,-8.070123800535588643e+00,-2.265034866335668973e+00
5.613228237708802304e+00,-8.100187625503460609e+00,-2.267767333745648539e+00
5.616439466677743297e+00,-8.130355504778917108e+00,-2.270504312032141314e+00
5.619650695646683403e+00,-8.160627851015942014e+00,-2.273245901103526201e+00
5.622861924615624396e+00,-8.191005297111372485e+00,-2.275992200653792263e+00
5.626073153584565389e+00,-8.221488678395903804e+00,-2.278743298935595796e+00
5.629284382553507271e+00,-8.252078971088886661e+00,-2.281499263471220118e+00
5.632495611522447376e+00,-8.282777199607044949e+00,-2.284260135888832810e+00
5.635706840491388370e+00,-8.313584333022365769e+00,-2.287025932106740989e+00
5.638918069460329363e+00,-8.344501193514426873e+00,-2.289796647812226915e+00
5.642129298429270357e+00,-8.375528396425078625e+00,-2.292572267936275665e+00
5.645340527398211350e+00,-8.406666333475182995e+00,-2.295352777939607236e+00
5.648551756367152343e+00,-8.437915200122935389e+00,-2.298138174420592872e+00
5.651762985336093337e+00,-8.469275057830301989e+00,-2.300928472885881870e+00
5.654974214305034330e+00,-8.500745914829474614e+00,-2.303723711366161275e+00
5.658185443273975324e+00,-8.532327806531235126e+00,-2.306523949653829675e+00
5.661396672242916317e+00,-8.564020859254025453e+00,-2.309329264973434270e+00
5.664607901211856422e+00,-8.595825327314210895e+00,-2.312139745596000218e+00
5.667819130180798304e+00,-8.627741601543302608e+00,-2.314955484119016305e+00
5.671030359149739297e+00,-8.659770194535155952e+00,-2.317776571854775813e+00
5.674241588118680291e+00,-8.691911712391378941e+00,-2.320603095146631212e+00
5.677452817087620396e+00,-8.724166823488607392e+00,-2.323435133700909372e+00
5.680664046056562277e+00,-8.756536232160513578e+00,-2.326272760426673969e+00
5.683875275025503271e+00,-8.789020660558669817e+00,-2.329116041991428077e+00
5.687086503994444264e+00,-8.821620837253103531e+00,-2.331965039380523574e+00
5.690297732963384369e+00,-8.854337488126878597e+00,-2.334819808111714412e+00
5.693508961932325363e+00,-8.887171324827814800e+00,-2.337680398226572809e+00
5.696720190901267244e+00,-8.920123028398723619e+00,-2.340546854549577560e+00
5.699931419870207350e+00,-8.953193229622078420e+00,-2.343419217811376853e+00
5.703142648839148343e+00,-8.986382491375865200e+00,-2.346297527017227047e+00
5.706353877808089337e+00,-9.019691300208801721e+00,-2.349181822973575695e+00
5.709565106777031218e+00,-9.053120073352038943e+00,-2.352072152337953082e+00
5.712776335745971323e+00,-9.086669183496310254e+00,-2.354968571146374590e+00
5.715987564714912317e+00,-9.120338997994089425e+00,-2.357871146681755015e+00
5.719198793683853310e+00,-9.154129923586454609e+00,-2.360779956858015005e+00
5.722410022652795192e+00,-9.188042444346878668e+00,-2.363695086951081326e+00
5.725621251621735297e+00,-9.222077140767714454e+00,-2.366616624325128093e+00
5.728832480590676290e+00,-9.256234682168059891e+00,-2.369544652520918504e+00
5.732043709559617284e+00,-9.290515791926726052e+00,-2.372479246442057654e+00
5.735254938528559165e+00,-9.324921193386467522e+00,-2.375420470235788173e+00
5.738466167497499271e+00,-9.359451551065976815e+00,-2.378368378810596706e+00
5.741677396466440264e+00,-9.394107424765662628e+00,-2.381323022920933230e+00
5.744888625435381257e+00,-9.428889252005717481e+00,-2.384284456662797425e+00
5.748099854404322251e+00,-9.463797367229044966e+00,-2.387252745390016528e+00
5.751311083373263244e+00,-9.498832056086488507e+00,-2.390227971752091118e+00
5.754522312342204238e+00,-9.533993632707236543e+00,-2.393210237900563531e+00
5.757733541311145231e+00,-9.569282520207849529e+00,-2.396199662853022438e+00
5.760944770280085336e+00,-9.604699312222304997e+00,-2.399196375302226070e+00
5.764155999249027218e+00,-9.640244796946150885e+00,-2.402200503455792724e+00
5.767367228217968211e+00,-9.675919934328241823e+00,-2.405212164416834053e+00
5.770578457186908317e+00,-9.711725789257561914e+00,-2.408231455888436123e+00
5.773789686155849310e+00,-9.747663435564961176e+00,-2.411258452502882843e+00
5.777000915124791192e+00,-9.783733854046650080e+00,-2.414293207949600895e+00
5.780212144093732185e+00,-9.819937850107574917e+00,-2.417335762597672577e+00
5.783423373062672290e+00,-9.856276012242545903e+00,-2.420386154876627671e+00
5.786634602031613284e+00,-9.892748722515735338e+00,-2.423444433681953392e+00
5.789845831000555165e+00,-9.929356217128411544e+00,-2.426510668780683222e+00
5.793057059969496159e+00,-9.966098682567414713e+00,-2.429584956685135744e+00
5.796268288938436264e+00,-1.000297636403349166e+01,-2.432667420603793040e+00
5.799479517907377257e+00,-1.003998966011733707e+01,-2.435758204558074347e+00
5.802690746876319139e+00,-1.007713918160209765e+01,-2.438857463179179952e+00
5.805901975845259244e+00,-1.011442576161497442e+01,-2.441965349701984422e+00
5.809113204814200238e+00,-1.015185041651566422e+01,-2.445082005011087745e+00
5.812324433783141231e+00,-1.018941426865305466e+01,-2.448207550211651373e+00
5.815535662752083113e+00,-1.022711845048078771e+01,-2.451342084231490581e+00
5.818746891721023218e+00,-1.026496401260435398e+01,-2.454485686692917668e+00
5.821958120689964211e+00,-1.030295185575699612e+01,-2.457638425063750187e+00
5.825169349658905205e+00,-1.034108269959476978e+01,-2.460800364209732027e+00
5.828380578627846198e+00,-1.037935709176149501e+01,-2.463971576111932293e+00
5.831591807596787191e+00,-1.041777545147814621e+01,-2.467152147712306398e+00
5.834803036565728185e+00,-1.045633813516900545e+01,-2.470342185490762787e+00
5.838014265534669178e+00,-1.049504550863345642e+01,-2.473541816241247027e+00
5.841225494503609283e+00,-1.053389801113216784e+01,-2.476751184360590496e+00
5.844436723472551165e+00,-1.057289620058235791e+01,-2.479970446595352929e+00
5.847647952441492158e+00,-1.061204077434723381e+01,-2.483199765505883505e+00
5.850859181410433152e+00,-1.065133256530365102e+01,-2.486439302906500615e+00
5.854070410379373257e+00,-1.069077251684131724e+01,-2.489689214313119514e+00
5.857281639348315139e+00,-1.073036164272971149e+01,-2.492949645098873290e+00
5.860492868317256132e+00,-1.077010097858817339e+01,-2.496220728734283245e+00
5.863704097286197126e+00,-1.080999153161191018e+01,-2.499502587230900019e+00
5.866915326255137231e+00,-1.085003423486847751e+01,-2.502795333714130432e+00
5.870126555224079112e+00,-1.089022991220761227e+01,-2.506099076877466469e+00
5.873337784193020106e+00,-1.093057925948497910e+01,-2.509413926865007749e+00
5.876549013161960211e+00,-1.097108284688253477e+01,-2.512740001873173146e+00
5.879760242130901204e+00,-1.101174114502868129e+01,-2.516077434493338316e+00
5.882971471099843086e+00,-1.105255457408619968e+01,-2.519426376626054065e+00
5.886182700068784079e+00,-1.109352357027757208e+01,-2.522787001799248863e+00
5.889393929037724185e+00,-1.113464865941382698e+01,-2.526159504007025269e+00
5.892605158006665178e+00,-1.117593052331225678e+01,-2.529544092769564045e+00
5.895816386975606171e+00,-1.121737004398979209e+01,-2.532940984914423765e+00
5.899027615944548053e+00,-1.125896831316045166e+01,-2.536350394416795773e+00
5.902238844913488158e+00,-1.130072660085325076e+01,-2.539772522280089984e+00
5.905450073882429152e+00,-1.134264628577745526e+01,-2.543207548673362961e+00
5.908661302851370145e+00,-1.138472875932026618e+01,-2.546655629242537078e+00
5.911872531820311139e+00,-1.142697532227320778e+01,-2.550116896693630508e+00
5.915083760789252132e+00,-1.146938709636202525e+01,-2.553591467578632201e+00
5.918294989758193125e+00,-1.151196497022993270e+01,-2.557079452986751988e+00
5.921506218727134119e+00,-1.155470959199401015e+01,-2.560580970884961616e+00
5.924717447696075112e+00,-1.159762140964330257e+01,-2.564096157436203782e+00
5.927928676665016106e+00,-1.164070074921058051e+01,-2.567625174883198635e+00
5.931139905633957099e+00,-1.168394791191057003e+01,-2.571168214463765089e+00
5.934351134602897204e+00,-1.172736326771506121e+01,-2.574725494082602317e+00
5.937562363571839086e+00,-1.177094732512796504e+01,-2.578297251753130404e+00
5.940773592540780079e+00,-1.181470076447168616e+01,-2.581883736778751270e+00
5.943984821509721073e+00,-1.185862443248301368e+01,-2.585485201003518529e+00
5.947196050478661178e+00,-1.190271930626721542e+01,-2.589101892147660067e+00
5.950407279447603059e+00,-1.194698644162681056e+01,-2.592734050382208277e+00
5.953618508416544053e+00,-1.199142692252001297e+01,-2.596381908186037535e+00
5.956829737385485046e+00,-1.203604182469326389e+01,-2.600045692537219733e+00
5.960040966354425152e+00,-1.208083219895628169e+01,-2.603725627939528220e+00
5.963252195323366145e+00,-1.212579907098730025e+01,-2.607421938838075270e+00
5.966463424292308027e+00,-1.217094344814090334e+01,-2.611134850585845602e+00
5.969674653261249020e+00,-1.221626632186141492e+01,-2.614864589035324371e+00
5.972885882230189125e+00,-1.226176865770255020e+01,-2.618611379680863216e+00
5.976097111199130119e+00,-1.230745137236261044e+01,-2.622375447713436891e+00
5.979308340168072000e+00,-1.235331530568874214e+01,-2.626157020157747102e+00
5.982519569137012105e+00,-1.239936120174589540e+01,-2.629956330459214175e+00
5.985730798105953099e+00,-1.244558971384818413e+01,-2.633773624733491303e+00
5.988942027074894092e+00,-1.249200144271673629e+01,-2.637609167809480404e+00
5.992153256043835974e+00,-1.253859700583126902e+01,-2.641463246641774454e+00
5.995364485012776079e+00,-1.258537712295791167e+01,-2.645336168958238421e+00
5.998575713981717072e+00,-1.263234269239302066e+01,-2.649228256193893571e+00
6.001786942950658066e+00,-1.267949482904253955e+01,-2.653139831575133556e+00
6.004998171919599947e+00,-1.272683484161656509e+01,-2.657071206123400753e+00
6.008209400888540053e+00,-1.277436414156191979e+01,-2.661022666693568794e+00
6.011420629857481046e+00,-1.282208409726945320e+01,-2.664994470389065562e+00
6.014631858826422039e+00,-1.286999586754199854e+01,-2.668986848534756540e+00
6.017843087795363033e+00,-1.291810026151772384e+01,-2.673000020990406345e+00
6.021054316764304026e+00,-1.296639767281918942e+01,-2.677034218526055831e+00
6.024265545733245020e+00,-1.301488812153595198e+01,-2.681089708121756399e+00
6.027476774702186013e+00,-1.306357141100597907e+01,-2.685166814314832173e+00
6.030688003671126118e+00,-1.311244737365784907e+01,-2.689265929785678910e+00
6.033899232640068000e+00,-1.316151615047725087e+01,-2.693387510465626189e+00
6.037110461609008993e+00,-1.321077843118439787e+01,-2.697532054197914864e+00
6.040321690577949099e+00,-1.326023558353827525e+01,-2.701700066478796014e+00
6.043532919546890092e+00,-1.330988962202476955e+01,-2.705892020826170086e+00
6.046744148515831974e+00,-1.335974300439440832e+01,-2.710108323661531315e+00
6.049955377484772967e+00,-1.340979828979595112e+01,-2.714349293417529729e+00
6.053166606453713072e+00,-1.346005773245645898e+01,-2.718615160720398105e+00
6.056377835422654066e+00,-1.351052290830211611e+01,-2.722906091522139693e+00
6.059589064391595947e+00,-1.356119447080105545e+01,-2.727222229193877023e+00
6.062800293360536941e+00,-1.361207210524257682e+01,-2.731563746397938086e+00
6.066011522329477046e+00,-1.366315470346272676e+01,-2.735930894501769295e+00
6.069222751298418039e+00,-1.371444072548046123e+01,-2.740324038337853541e+00
6.072433980267359921e+00,-1.376592866537315984e+01,-2.744743667392781195e+00
6.075645209236300026e+00,-1.381761750966662561e+01,-2.749190380271791412e+00
